11026504,inderm,
11026096,awalGarg,
11027168,luso_brazilian,"For those in Europe this is already a solved problem: Europass [1]<p>A service kindly provided by the European Centre for the Development of Vocational Training [2] a European Union&#x27;s agency.<p>It has a CV builder and outputs an standardized PDF that can even be fed back into the builder for further updates.<p>It is a joy when going through a pile of CVs to read the ones built by that tool, makes the job a lot easier because it allows the applicant to focus on the relevant data instead of on the layout. Better for the RH, better for the applicant, win win all around.<p>[1] <a href=""https:&#x2F;&#x2F;europass.cedefop.europa.eu&#x2F;en&#x2F;home"" rel=""nofollow"">https:&#x2F;&#x2F;europass.cedefop.europa.eu&#x2F;en&#x2F;home</a><p>[2] <a href=""http:&#x2F;&#x2F;www.cedefop.europa.eu&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;www.cedefop.europa.eu&#x2F;</a>"
11027178,tptacek,"<i>The craft was used in controversial US ‘rendition’ missions</i><p>This is apparently true, but misleading. The specific plane we&#x27;re discussing was used by the CIA, but by this point had been transferred to DOJ for some time.<p>It&#x27;s also misleading to use the word &quot;rendition&quot; as a shorthand for &quot;extraordinary rendition&quot; (which is itself newspeak for &quot;kidnapping&quot;). &quot;Rendition&quot; itself is simply the process of effectuating extradition. The term &quot;extraordinary rendition&quot; is doubly Orwellian, because &quot;rendition&quot; is the word for what a <i>host jurisdiction</i> does. A government cooperating in extradition <i>renders</i> subjects. The CIA <i>kidnapped</i> people, apparently without engaging any process of the host government.<p>To make matters worse, the CIA&#x27;s kidnapping program sent terrorism subjects to <i>foreign jurisdictions</i>, allegedly (and almost certainly) to enable them to be interrogated by the norms of countries that weren&#x27;t squeamish about coercive, torturous interrogations. The USG wanted Snowden back on US soil.<p>I suppose there&#x27;s a coherent argument to be made that the US should have destroyed the CIA&#x27;s torture charter jet, and that any further use of that particular piece of equipment is tainted by its history. To me, it&#x27;s just a plane, and if we&#x27;re going to do something drastic in response to the CIA&#x27;s complicity (and participation) in torture, that thing should probably be a series of criminal prosecutions.<p>Either way, the implication that Snowden was targeted for extrajudicial kidnapping isn&#x27;t supported by any evidence presented so far. So far, the facts we know about support a pretty boring narrative: the USG knew it was going to charge Snowden with crimes for which most of Europe would comply with extradition, and sent a DOJ plane to streamline that process.<p>It&#x27;s hard to blame media outlets for reporting like this, because the story of how we came to know that this particular plane had participated in the CIA&#x27;s kidnapping scheme makes for really good reading. But it&#x27;s still important to know the whole story.<p>And this particular headline is pretty silly. Scotland is part of the United Kingdom, proprietors of GCHQ, the west&#x27;s most unhinged signals intelligence agency. A DOJ plane flying over Scotland to fetch a SIGINT leaker isn&#x27;t particularly newsworthy."
11027143,vlunkr,"I really hope they pardon him eventually. I could be wrong, but don&#x27;t most americans support what he did?"
11027225,otterley,The article isn&#x27;t very clear on an important point:  What evidence is there to indicate that the flight was made <i>for the purpose of capturing Snowden</i>?
11027110,Shivetya,I have no problem with the US filing a criminal complain against Snowden and dispatching a plane to pick him up. I have an entirely big problem with the US government using shadow planes or whatever they want to call them to act on it.<p>If there is a public filing of a criminal charge all following actions need to be out in the open and &quot;above the board&quot;. This cloak and dagger shit screams &quot;you don&#x27;t have rights if you piss us off&quot; is something the Administration should have changed from day one but instead they just doubled down on it.
11026888,cies,"When I think &quot;elegant text&quot;, I think Tex. My resume is in Tex (fork it and your may be too). And do not forget to use Sharelatex and you are not installing any software to get a nicely typeset PDF resume.<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;cies&#x2F;resume"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;cies&#x2F;resume</a>"
11027303,wangii,Just wondering if EU going to give Obama another Nobel prize.
11027197,,
11027132,TeMPOraL,"One thing I don&#x27;t understand - why would the US care? Why expend resources on trying to capture Snowden? He&#x27;s basically harmless at this point - he&#x27;s passed all the information he had to few journalists (which would be a better target now) and there&#x27;s no way anyone will ever let him near anything more secret than grandma&#x27;s cookies recipe. Besides petty vengeance, what&#x27;s the point?"
11026256,mbrutsch,"Please excuse my questions, I&#x27;m old and slow... I see where I can try it myself, can I see one already done (before investing the time to download and try it myself)?  As an hourly contractor, everything is a tradeoff w&#x2F;billable hours."
11026398,dkhenry,"Looks good, I wonder how it compares to <a href=""https:&#x2F;&#x2F;jsonresume.org&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;jsonresume.org&#x2F;</a><p>One of the things I liked about jsonresume is I could separate the data from the layout."
11027057,darkhorn,"<a href=""https:&#x2F;&#x2F;europass.cedefop.europa.eu&#x2F;en&#x2F;home"" rel=""nofollow"">https:&#x2F;&#x2F;europass.cedefop.europa.eu&#x2F;en&#x2F;home</a> you can export it as xml and you can upload it later to update. It sends you a pdf or word file to your email if you want."
11027502,tholford,"Shameless plug for an opinionated pure HTML &#x2F; CSS resume template:<p><a href=""https:&#x2F;&#x2F;github.com&#x2F;tomholford&#x2F;html-resume-template"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;tomholford&#x2F;html-resume-template</a><p>open to feedback and PRs :)"
11026380,mrweasel,Apparently we have very different opinions as to what constitutes elegant. I would call the example messy and confusing.
11027146,3327,"The best execution of a sleeper Russian agent in history, cograts KGB."
11026377,awjr,"I have to say that although interesting, you&#x27;re still in a situation where potential employers will print off copies of your CV and hand them around for people to comment on.<p>The golden rule I stick to is your CV (excluding detailed work history) should fit on one page. I&#x27;m not sure this supports this."
11026410,brianzelip,"tl;dr - It is a web app that turns form input into a downloadable markdown file.<p>There is a demo w&#x2F; live preview that displays the markdown with Bootstrap css. Here&#x27;s a screenshot, <a href=""http:&#x2F;&#x2F;imgur.com&#x2F;qCM0yo2"" rel=""nofollow"">http:&#x2F;&#x2F;imgur.com&#x2F;qCM0yo2</a><p>The author provides a gist that shows the markdown displayed in GitHub&#x27;s css, <a href=""https:&#x2F;&#x2F;gist.github.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c94f8e"" rel=""nofollow"">https:&#x2F;&#x2F;gist.github.com&#x2F;awalGarg&#x2F;a8e97b27b249f2c94f8e</a>"
11026267,jcadam,"The site is broken for me in Chrome.  Though in any case, I prefer to use LaTeX for my resume -- can&#x27;t imagine markdown beating that."
11027220,dfrey,Obligatory post about how the WTFPL is a poor license choice.
11027019,Smircio,I guess Obama wants to wrap loose ends up before he passes the buck.
11027170,gchokov,"FYI, the plane was &quot;Gulfstream Aerospace Gulfstream V&quot; flying above 45000ft. Impressive plane."
11026581,ryan42,"I&#x27;ve used Markdown Resume Builder before (<a href=""http:&#x2F;&#x2F;there4development.com&#x2F;markdown-resume&#x2F;"" rel=""nofollow"">http:&#x2F;&#x2F;there4development.com&#x2F;markdown-resume&#x2F;</a>) and aside from sometimes fighting with a few layout issues it is great.<p>From a markdown source file it produces a pretty clean PDF&#x2F;html version of my resume and can choose from multiple preset styles."
11027306,xigency,"Not to brag, but I have a pretty well put together resume in HTML: <a href=""http:&#x2F;&#x2F;greg.team-duck.com&#x2F;resume.html"" rel=""nofollow"">http:&#x2F;&#x2F;greg.team-duck.com&#x2F;resume.html</a><p>While almost no one accepts .html as a resumé format and it&#x27;s difficult to convert to .pdf or .docx seamlessly, it works pretty well for converting to .txt for some job applications.<p>I&#x27;ve thought about making a simple resume builder for this format."
11026745,EGreg,"What would you guys want to see in a blogging platform?<p>Markdown or WYSIWYG? Or both somehow?<p>Git for source control? Or versioning and diffs like wordpress?<p>Themes? Purely css or something more, less secure? How would you want to host it and customize it?<p>Would you want any social features besides roles and permissions? Such as quoting content from others, or pingbacks or something?<p>Finally, generate static files or just cache heavily? I think the latter is better but a script can exist to generate the former on environments where caching infrastructure isn&#x27;t very robust.<p>Comments - here I would just say use third party javascript based stuff and plop it on the page.<p>It&#x27;s kind of related to this post but I have built a framework where I could probably make a blogging app like Wordpress in a week."
11027080,doe88,"<i>Not going to be scrambling jets to get a 29-year-old hacker. -- Obama 6&#x2F;27&#x2F;13</i><p><a href=""http:&#x2F;&#x2F;worldnews.nbcnews.com&#x2F;_news&#x2F;2013&#x2F;06&#x2F;27&#x2F;19166043-obama-not-scrambling-jets-to-get-nsa-leaker-snowden?lite"" rel=""nofollow"">http:&#x2F;&#x2F;worldnews.nbcnews.com&#x2F;_news&#x2F;2013&#x2F;06&#x2F;27&#x2F;19166043-obama...</a><p>He&#x27;s true though, it wasn&#x27;t jets."
11026787,hellofunk,"A markdown resume certainly could look simple and elegant, but this tool is nowhere near it."
11027209,kchoudhu,Is there anyone naive enough to think that the US government would turn the other cheek after getting egg all over its face? Of <i>course</i> they made extraordinary efforts to capture Snowden before he got away.
11026635,cjauvin,"The markdown-to-pdf resume toolchain I&#x27;m currently using is:<p>(1) Render with <a href=""https:&#x2F;&#x2F;github.com&#x2F;joeyespo&#x2F;grip"" rel=""nofollow"">https:&#x2F;&#x2F;github.com&#x2F;joeyespo&#x2F;grip</a> (with a few minor CSS tweaks)<p>(2) &quot;Print&quot; to PDF with Chrome<p>The documents it produces are quite sober, but I find it works very well."
11026281,rndstr,"503 <a href=""https:&#x2F;&#x2F;rawgit.com&#x2F;gwendall&#x2F;way.js&#x2F;master&#x2F;way.min.js"" rel=""nofollow"">https:&#x2F;&#x2F;rawgit.com&#x2F;gwendall&#x2F;way.js&#x2F;master&#x2F;way.min.js</a>"
11026437,SixSigma,"Resume tip : don&#x27;t say &quot;I was responsible for ....&quot;<p>use the STAR system : Situation, Task, Action, Results<p>While I was part of the Transport Team I reviewed the delivery schedules by analysing historic data in Excel. I was able to reduce transport costs by 10% per year and increase utilisation by 3%.<p>Don&#x27;t be afraid of : we found that there were no improvements possible which resulted in no extra spending for the coming year."
11027169,grimmdude,Bootstrap ahoy!
11026300,seivan,"Not an expert, correct me if I am wrong here.  But I&#x27;ve wrestled with something similar.<p>Be careful not to use REM for font-sizes as @Print ignores them, if you must (and obviously I&#x2F;Brain must) you could get around by using % (so 1.5 REM -&gt; 150%).
Make sure to set font-size on both body and html.<p>Also, not sure how to explain it, but if you open up a PDF in Preview, and select print. You might get a different size&#x2F;layout and some design issues there. So always double check, but be careful not to use the Printed (Saved from Preview.app) as it disables links.<p>Don&#x27;t spend any time on CSS transitions, as a PDF won&#x27;t show them(?) (yep, sigh)<p>Also watch out for printers adding margins both top&#x2F;bottom and sides."
11027230,gervase,Is there any reason why this tool can&#x2F;should only be used by European citizens? Presumably an easy-to-read and nicely formatted resume is something that would be helpful internationally.
11027249,ZanyProgrammer,"Shouldn&#x27;t that be &quot;British&quot; airspace? 
If the Scots don&#x27;t like it, they should declare independence (but that failed) and maybe build an air defense network to shoot down unidentified possible CIA rendition jets (not very feasible)."
11027318,ptaipale,&gt; And this particular headline is pretty silly. Scotland is part of the United Kingdom<p>I guess this headline is because The National (Scotland) is a Scottish national newspaper that might ride any horse if they see it as helping Scottish independence from the UK.
11027226,pjc50,"What&#x27;s the chances of anyone ever being brought to justice for the CIA kidnapping and torture programme, anyway?"
11027171,CptJamesCook,"Most Americans probably do not even know who he is.<p>Of those who do, I&#x27;d say roughly half support him and half think he should go to jail."
11027223,mason240,Unfortunately the got lumped in with PVT Manning.
11027179,ghrifter,"Most &quot;tech savvy&quot; people support him and how he made us aware of the NSA bs, but a lot of normal people who just watch the news view him as a &quot;traitor&quot; to &#x27;Murica (America).<p>Sadly, people think &quot;I have nothing to hide, so I don&#x27;t care if the government&#x2F;NSA monitors my internet usage&#x2F;history&#x2F;etc&quot;.<p>Personally, I think the terrorists have won in a small sense. TSA is a joke (American airport security), NSA monitors everything so nothing is really secure, backdoors are built into all devices, encryption across several companies is being questioned because &quot;terrorists&quot; use it (even though the Paris attacks communication were over SMS).<p>Edit: typos"
11027206,burkaman,"Definitely not. He&#x27;s very popular abroad, but most Americans don&#x27;t like what he did."
11027189,deedubaya,"I don&#x27;t think most American&#x27;s support what he did, because he&#x27;s been painted a traitor by the government and media. It&#x27;s a matter of perception and a lack of understanding."
